Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:39:51.399000,HAM,44,87.194,12.0,1.0,,,28.227,30.281,28.686,0 days 01:38:52.431000,0 days 01:39:22.712000,0 days 01:39:51.398000,314.0,321.0,311.0,319.0,False,HARD,15.0,False,Mercedes,0 days 01:38:24.205000,2023-09-03 13:39:25.250,1,9.0,False,,False,True
0 days 01:41:18.691000,HAM,44,87.292,13.0,1.0,,,28.176,30.296,28.82,0 days 01:40:19.574000,0 days 01:40:49.870000,0 days 01:41:18.690000,318.0,330.0,311.0,325.0,False,HARD,16.0,False,Mercedes,0 days 01:39:51.399000,2023-09-03 13:40:52.444,1,9.0,False,,False,True
0 days 01:42:46.217000,HAM,44,87.526,14.0,1.0,,,28.36,30.268,28.898,0 days 01:41:47.050000,0 days 01:42:17.318000,0 days 01:42:46.216000,315.0,327.0,311.0,336.0,False,HARD,17.0,False,Mercedes,0 days 01:41:18.691000,2023-09-03 13:42:19.736,1,9.0,False,,False,True
0 days 01:44:14.302000,HAM,44,88.085,15.0,1.0,,,28.254,30.62,29.211,0 days 01:43:14.470000,0 days 01:43:45.090000,0 days 01:44:14.301000,318.0,328.0,307.0,323.0,False,HARD,18.0,False,Mercedes,0 days 01:42:46.217000,2023-09-03 13:43:47.262,1,8.0,False,,False,True
0 days 01:45:41.542000,HAM,44,87.24,16.0,1.0,,,28.283,29.987,28.97,0 days 01:44:42.584000,0 days 01:45:12.571000,0 days 01:45:41.541000,315.0,325.0,309.0,324.0,False,HARD,19.0,False,Mercedes,0 days 01:44:14.302000,2023-09-03 13:45:15.347,1,8.0,False,,False,True
0 days 01:47:09.127000,HAM,44,87.585,17.0,1.0,,,28.335,30.308,28.942,0 days 01:46:09.876000,0 days 01:46:40.184000,0 days 01:47:09.126000,312.0,320.0,310.0,326.0,False,HARD,20.0,False,Mercedes,0 days 01:45:41.542000,2023-09-03 13:46:42.587,1,8.0,False,,False,True
0 days 01:48:36.406000,HAM,44,87.279,18.0,1.0,,,28.332,30.182,28.765,0 days 01:47:37.458000,0 days 01:48:07.640000,0 days 01:48:36.405000,314.0,317.0,309.0,317.0,False,HARD,21.0,False,Mercedes,0 days 01:47:09.127000,2023-09-03 13:48:10.172,1,8.0,False,,False,True
0 days 01:50:03.855000,HAM,44,87.449,19.0,1.0,,,28.21,30.319,28.92,0 days 01:49:04.615000,0 days 01:49:34.934000,0 days 01:50:03.854000,317.0,325.0,307.0,320.0,False,HARD,22.0,False,Mercedes,0 days 01:48:36.406000,2023-09-03 13:49:37.451,1,8.0,False,,False,True
0 days 01:51:31.685000,HAM,44,87.83,20.0,1.0,,,28.466,30.411,28.953,0 days 01:50:32.320000,0 days 01:51:02.731000,0 days 01:51:31.684000,310.0,317.0,309.0,321.0,False,HARD,23.0,False,Mercedes,0 days 01:50:03.855000,2023-09-03 13:51:04.900,1,6.0,False,,False,True
0 days 01:52:59.084000,HAM,44,87.399,21.0,1.0,,,28.291,30.39,28.718,0 days 01:51:59.975000,0 days 01:52:30.365000,0 days 01:52:59.083000,315.0,321.0,309.0,317.0,False,HARD,24.0,False,Mercedes,0 days 01:51:31.685000,2023-09-03 13:52:32.730,1,4.0,False,,False,True
0 days 01:54:26.238000,HAM,44,87.154,22.0,1.0,,,28.241,30.338,28.575,0 days 01:53:27.324000,0 days 01:53:57.662000,0 days 01:54:26.237000,317.0,322.0,309.0,325.0,False,HARD,25.0,False,Mercedes,0 days 01:52:59.084000,2023-09-03 13:54:00.129,1,2.0,False,,False,True
0 days 01:55:53.505000,HAM,44,87.267,23.0,1.0,,,28.414,30.195,28.658,0 days 01:54:54.651000,0 days 01:55:24.846000,0 days 01:55:53.504000,313.0,309.0,306.0,321.0,False,HARD,26.0,False,Mercedes,0 days 01:54:26.238000,2023-09-03 13:55:27.283,1,1.0,False,,False,True
0 days 01:57:20.816000,HAM,44,87.311,24.0,1.0,,,28.338,30.116,28.857,0 days 01:56:21.842000,0 days 01:56:51.958000,0 days 01:57:20.815000,310.0,306.0,306.0,322.0,False,HARD,27.0,False,Mercedes,0 days 01:55:53.505000,2023-09-03 13:56:54.550,1,1.0,False,,False,True
0 days 01:58:48.607000,HAM,44,87.791,25.0,1.0,,,28.762,30.462,28.567,0 days 01:57:49.577000,0 days 01:58:20.039000,0 days 01:58:48.606000,311.0,308.0,308.0,,False,HARD,28.0,False,Mercedes,0 days 01:57:20.816000,2023-09-03 13:58:21.861,1,2.0,False,,False,True
0 days 02:00:16.014000,HAM,44,87.407,26.0,1.0,,,28.411,30.213,28.783,0 days 01:59:17.017000,0 days 01:59:47.230000,0 days 02:00:16.013000,313.0,309.0,306.0,315.0,False,HARD,29.0,False,Mercedes,0 days 01:58:48.607000,2023-09-03 13:59:49.652,1,2.0,False,,False,True
0 days 02:01:49.242000,HAM,44,93.228,27.0,1.0,,0 days 02:01:45.387000,28.503,30.278,34.447,0 days 02:00:44.516000,0 days 02:01:14.794000,0 days 02:01:49.241000,311.0,309.0,,317.0,False,HARD,30.0,False,Mercedes,0 days 02:00:16.014000,2023-09-03 14:01:17.059,1,5.0,False,,False,False
0 days 02:03:35.220000,HAM,44,105.978,28.0,2.0,0 days 02:02:09.621000,,47.886,29.634,28.458,0 days 02:02:37.127000,0 days 02:03:06.761000,0 days 02:03:35.219000,326.0,318.0,312.0,283.0,False,MEDIUM,1.0,True,Mercedes,0 days 02:01:49.242000,2023-09-03 14:02:50.287,1,10.0,False,,False,False
0 days 02:05:00.802000,HAM,44,85.582,29.0,2.0,,,27.731,29.45,28.401,0 days 02:04:02.950000,0 days 02:04:32.400000,0 days 02:05:00.801000,320.0,308.0,306.0,345.0,True,MEDIUM,2.0,True,Mercedes,0 days 02:03:35.220000,2023-09-03 14:04:36.265,1,9.0,False,,False,True
0 days 02:06:27.142000,HAM,44,86.34,30.0,2.0,,,28.242,29.728,28.37,0 days 02:05:29.043000,0 days 02:05:58.771000,0 days 02:06:27.141000,306.0,307.0,307.0,297.0,False,MEDIUM,3.0,True,Mercedes,0 days 02:05:00.802000,2023-09-03 14:06:01.847,1,9.0,False,,False,True
0 days 02:07:53.546000,HAM,44,86.404,31.0,2.0,,,28.28,29.678,28.446,0 days 02:06:55.421000,0 days 02:07:25.099000,0 days 02:07:53.545000,310.0,310.0,307.0,300.0,False,MEDIUM,4.0,True,Mercedes,0 days 02:06:27.142000,2023-09-03 14:07:28.187,1,9.0,False,,False,True
0 days 02:09:20.166000,HAM,44,86.62,32.0,2.0,,,28.268,29.827,28.525,0 days 02:08:21.813000,0 days 02:08:51.640000,0 days 02:09:20.165000,,309.0,307.0,307.0,False,MEDIUM,5.0,True,Mercedes,0 days 02:07:53.546000,2023-09-03 14:08:54.591,1,9.0,False,,False,True
0 days 02:10:46.750000,HAM,44,86.584,33.0,2.0,,,28.317,29.769,28.498,0 days 02:09:48.482000,0 days 02:10:18.251000,0 days 02:10:46.749000,309.0,307.0,309.0,305.0,False,MEDIUM,6.0,True,Mercedes,0 days 02:09:20.166000,2023-09-03 14:10:21.211,1,9.0,False,,False,True
0 days 02:12:12.986000,HAM,44,86.236,34.0,2.0,,,28.231,29.565,28.44,0 days 02:11:14.980000,0 days 02:11:44.545000,0 days 02:12:12.985000,311.0,312.0,308.0,310.0,False,MEDIUM,7.0,True,Mercedes,0 days 02:10:46.750000,2023-09-03 14:11:47.795,1,9.0,False,,False,True
0 days 02:13:39.002000,HAM,44,86.016,35.0,2.0,,,28.2,29.528,28.288,0 days 02:12:41.185000,0 days 02:13:10.713000,0 days 02:13:39.001000,312.0,310.0,308.0,314.0,False,MEDIUM,8.0,True,Mercedes,0 days 02:12:12.986000,2023-09-03 14:13:14.031,1,9.0,False,,False,True
0 days 02:15:05.207000,HAM,44,86.205,36.0,2.0,,,28.237,29.691,28.277,0 days 02:14:07.238000,0 days 02:14:36.929000,0 days 02:15:05.206000,310.0,310.0,308.0,315.0,False,MEDIUM,9.0,True,Mercedes,0 days 02:13:39.002000,2023-09-03 14:14:40.047,1,9.0,False,,False,True
0 days 02:16:31.206000,HAM,44,85.999,37.0,2.0,,,28.165,29.626,28.208,0 days 02:15:33.371000,0 days 02:16:02.997000,0 days 02:16:31.205000,312.0,312.0,310.0,313.0,False,MEDIUM,10.0,True,Mercedes,0 days 02:15:05.207000,2023-09-03 14:16:06.252,1,9.0,False,,False,True
0 days 02:17:57.480000,HAM,44,86.274,38.0,2.0,,,28.191,29.81,28.273,0 days 02:16:59.396000,0 days 02:17:29.206000,0 days 02:17:57.479000,310.0,312.0,310.0,312.0,False,MEDIUM,11.0,True,Mercedes,0 days 02:16:31.206000,2023-09-03 14:17:32.251,1,9.0,False,,False,True
0 days 02:19:23.729000,HAM,44,86.249,39.0,2.0,,,28.2,29.837,28.212,0 days 02:18:25.679000,0 days 02:18:55.516000,0 days 02:19:23.728000,314.0,314.0,313.0,,False,MEDIUM,12.0,True,Mercedes,0 days 02:17:57.480000,2023-09-03 14:18:58.525,1,9.0,False,,False,True
0 days 02:20:50.387000,HAM,44,86.658,40.0,2.0,,,27.835,30.525,28.298,0 days 02:19:51.563000,0 days 02:20:22.088000,0 days 02:20:50.386000,327.0,325.0,315.0,336.0,False,MEDIUM,13.0,True,Mercedes,0 days 02:19:23.729000,2023-09-03 14:20:24.774,1,9.0,True,TRACK LIMITS AT TURN 5 LAP 40 ,False,True
0 days 02:22:17.888000,HAM,44,87.501,41.0,2.0,,,28.084,31.028,28.389,0 days 02:21:18.470000,0 days 02:21:49.498000,0 days 02:22:17.887000,323.0,308.0,309.0,359.0,False,MEDIUM,14.0,True,Mercedes,0 days 02:20:50.387000,2023-09-03 14:21:51.432,1,8.0,True,TRACK LIMITS AT TURN 4 LAP 41 ,False,True
0 days 02:23:44.104000,HAM,44,86.216,42.0,2.0,,,28.303,29.7,28.213,0 days 02:22:46.190000,0 days 02:23:15.890000,0 days 02:23:44.103000,310.0,311.0,310.0,311.0,False,MEDIUM,15.0,True,Mercedes,0 days 02:22:17.888000,2023-09-03 14:23:18.933,1,8.0,False,,False,True
0 days 02:25:10.197000,HAM,44,86.093,43.0,2.0,,,28.191,29.702,28.2,0 days 02:24:12.294000,0 days 02:24:41.996000,0 days 02:25:10.196000,311.0,312.0,310.0,,False,MEDIUM,16.0,True,Mercedes,0 days 02:23:44.104000,2023-09-03 14:24:45.149,1,8.0,False,,False,True
0 days 02:26:37.349000,HAM,44,87.152,44.0,2.0,,,28.286,29.995,28.871,0 days 02:25:38.482000,0 days 02:26:08.477000,0 days 02:26:37.348000,310.0,337.0,315.0,312.0,False,MEDIUM,17.0,True,Mercedes,0 days 02:25:10.197000,2023-09-03 14:26:11.242,1,8.0,False,,False,True
0 days 02:28:03.682000,HAM,44,86.333,45.0,2.0,,,28.007,29.815,28.511,0 days 02:27:05.355000,0 days 02:27:35.170000,0 days 02:28:03.681000,315.0,316.0,310.0,345.0,False,MEDIUM,18.0,True,Mercedes,0 days 02:26:37.349000,2023-09-03 14:27:38.394,1,7.0,False,,False,True
0 days 02:29:30.875000,HAM,44,87.193,46.0,2.0,,,28.313,30.328,28.552,0 days 02:28:31.994000,0 days 02:29:02.322000,0 days 02:29:30.874000,319.0,321.0,313.0,344.0,False,MEDIUM,19.0,True,Mercedes,0 days 02:28:03.682000,2023-09-03 14:29:04.727,1,7.0,False,,False,True
0 days 02:30:56.995000,HAM,44,86.12,47.0,2.0,,,28.422,29.673,28.025,0 days 02:29:59.296000,0 days 02:30:28.969000,0 days 02:30:56.994000,,307.0,309.0,330.0,False,MEDIUM,20.0,True,Mercedes,0 days 02:29:30.875000,2023-09-03 14:30:31.920,1,6.0,False,,False,True
0 days 02:32:22.810000,HAM,44,85.815,48.0,2.0,,,28.115,29.489,28.211,0 days 02:31:25.109000,0 days 02:31:54.598000,0 days 02:32:22.809000,307.0,305.0,309.0,317.0,False,MEDIUM,21.0,True,Mercedes,0 days 02:30:56.995000,2023-09-03 14:31:58.040,1,6.0,False,,False,True
0 days 02:33:48.698000,HAM,44,85.888,49.0,2.0,,,28.298,29.417,28.173,0 days 02:32:51.107000,0 days 02:33:20.524000,0 days 02:33:48.697000,314.0,311.0,309.0,309.0,False,MEDIUM,22.0,True,Mercedes,0 days 02:32:22.810000,2023-09-03 14:33:23.855,1,6.0,False,,False,True
0 days 02:35:14.625000,HAM,44,85.927,50.0,2.0,,,28.164,29.526,28.237,0 days 02:34:16.861000,0 days 02:34:46.387000,0 days 02:35:14.624000,312.0,309.0,309.0,315.0,False,MEDIUM,23.0,True,Mercedes,0 days 02:33:48.698000,2023-09-03 14:34:49.743,1,6.0,False,,False,True
0 days 02:36:40.718000,HAM,44,86.093,51.0,2.0,,,28.147,29.595,28.351,0 days 02:35:42.771000,0 days 02:36:12.366000,0 days 02:36:40.717000,311.0,308.0,,316.0,False,MEDIUM,24.0,True,Mercedes,0 days 02:35:14.625000,2023-09-03 14:36:15.670,1,6.0,False,,False,True
0 days 01:23:49.013000,SAI,55,87.117,1.0,1.0,,,,29.288,28.47,,0 days 01:23:20.600000,0 days 01:23:49.115000,317.0,299.0,305.0,284.0,False,MEDIUM,1.0,True,Ferrari,0 days 01:22:21.726000,2023-09-03 13:23:22.771,1,2.0,False,,False,False
0 days 01:25:15.019000,SAI,55,86.006,2.0,1.0,,,28.266,29.312,28.428,0 days 01:24:17.279000,0 days 01:24:46.591000,0 days 01:25:15.019000,303.0,302.0,305.0,304.0,True,MEDIUM,2.0,True,Ferrari,0 days 01:23:49.013000,2023-09-03 13:24:50.058,1,1.0,False,,False,True
0 days 01:26:40.995000,SAI,55,85.976,3.0,1.0,,,28.262,29.365,28.349,0 days 01:25:43.281000,0 days 01:26:12.646000,0 days 01:26:40.995000,,302.0,305.0,306.0,True,MEDIUM,3.0,True,Ferrari,0 days 01:25:15.019000,2023-09-03 13:26:16.064,1,1.0,False,,False,True
0 days 01:28:07.062000,SAI,55,86.067,4.0,1.0,,,28.388,29.335,28.344,0 days 01:27:09.383000,0 days 01:27:38.718000,0 days 01:28:07.062000,305.0,304.0,308.0,308.0,False,MEDIUM,4.0,True,Ferrari,0 days 01:26:40.995000,2023-09-03 13:27:42.040,1,1.0,False,,False,True
0 days 01:29:33.485000,SAI,55,86.423,5.0,1.0,,,28.308,29.622,28.493,0 days 01:28:35.370000,0 days 01:29:04.992000,0 days 01:29:33.485000,304.0,301.0,307.0,,False,MEDIUM,5.0,True,Ferrari,0 days 01:28:07.062000,2023-09-03 13:29:08.107,1,1.0,False,,False,True
0 days 01:31:00.100000,SAI,55,86.615,6.0,1.0,,,28.554,29.662,28.399,0 days 01:30:02.039000,0 days 01:30:31.701000,0 days 01:31:00.100000,306.0,304.0,307.0,323.0,False,MEDIUM,6.0,True,Ferrari,0 days 01:29:33.485000,2023-09-03 13:30:34.530,1,1.0,False,,False,True
0 days 01:32:26.458000,SAI,55,86.358,7.0,1.0,,,28.328,29.672,28.358,0 days 01:31:28.428000,0 days 01:31:58.100000,0 days 01:32:26.458000,305.0,305.0,308.0,309.0,False,MEDIUM,7.0,True,Ferrari,0 days 01:31:00.100000,2023-09-03 13:32:01.145,1,1.0,False,,False,True
0 days 01:33:52.682000,SAI,55,86.224,8.0,1.0,,,28.208,29.541,28.475,0 days 01:32:54.666000,0 days 01:33:24.207000,0 days 01:33:52.682000,,304.0,308.0,314.0,False,MEDIUM,8.0,True,Ferrari,0 days 01:32:26.458000,2023-09-03 13:33:27.503,1,1.0,False,,False,True
0 days 01:35:19.158000,SAI,55,86.476,9.0,1.0,,,28.244,29.82,28.412,0 days 01:34:20.926000,0 days 01:34:50.746000,0 days 01:35:19.158000,,302.0,307.0,330.0,False,MEDIUM,9.0,True,Ferrari,0 days 01:33:52.682000,2023-09-03 13:34:53.727,1,1.0,False,,False,True
0 days 01:36:45.669000,SAI,55,86.511,10.0,1.0,,,28.397,29.672,28.442,0 days 01:35:47.555000,0 days 01:36:17.227000,0 days 01:36:45.669000,306.0,302.0,307.0,314.0,False,MEDIUM,10.0,True,Ferrari,0 days 01:35:19.158000,2023-09-03 13:36:20.203,1,1.0,False,,False,True
0 days 01:38:12.360000,SAI,55,86.691,11.0,1.0,,,28.401,29.892,28.398,0 days 01:37:14.070000,0 days 01:37:43.962000,0 days 01:38:12.360000,305.0,304.0,307.0,309.0,False,MEDIUM,11.0,True,Ferrari,0 days 01:36:45.669000,2023-09-03 13:37:46.714,1,1.0,False,,False,True
0 days 01:39:38.768000,SAI,55,86.408,12.0,1.0,,,28.24,29.744,28.424,0 days 01:38:40.600000,0 days 01:39:10.344000,0 days 01:39:38.768000,308.0,307.0,307.0,312.0,False,MEDIUM,12.0,True,Ferrari,0 days 01:38:12.360000,2023-09-03 13:39:13.405,1,1.0,False,,False,True
0 days 01:41:05.655000,SAI,55,86.887,13.0,1.0,,,28.437,29.961,28.489,0 days 01:40:07.205000,0 days 01:40:37.166000,0 days 01:41:05.655000,307.0,306.0,306.0,310.0,False,MEDIUM,13.0,True,Ferrari,0 days 01:39:38.768000,2023-09-03 13:40:39.813,1,1.0,False,,False,True
0 days 01:42:32.627000,SAI,55,86.972,14.0,1.0,,,28.356,30.156,28.46,0 days 01:41:34.011000,0 days 01:42:04.167000,0 days 01:42:32.627000,309.0,303.0,308.0,329.0,False,MEDIUM,14.0,True,Ferrari,0 days 01:41:05.655000,2023-09-03 13:42:06.700,1,1.0,False,,False,True
0 days 01:44:00.846000,SAI,55,88.219,15.0,1.0,,,28.562,31.139,28.518,0 days 01:43:01.189000,0 days 01:43:32.328000,0 days 01:44:00.846000,320.0,319.0,308.0,327.0,False,MEDIUM,15.0,True,Ferrari,0 days 01:42:32.627000,2023-09-03 13:43:33.672,1,2.0,False,,False,True
0 days 01:45:28.169000,SAI,55,87.323,16.0,1.0,,,28.387,30.36,28.576,0 days 01:44:29.233000,0 days 01:44:59.593000,0 days 01:45:28.169000,309.0,307.0,309.0,,False,MEDIUM,16.0,True,Ferrari,0 days 01:44:00.846000,2023-09-03 13:45:01.891,1,2.0,False,,False,True
0 days 01:46:55.890000,SAI,55,87.721,17.0,1.0,,,28.46,30.585,28.676,0 days 01:45:56.629000,0 days 01:46:27.214000,0 days 01:46:55.890000,310.0,306.0,309.0,313.0,False,MEDIUM,17.0,True,Ferrari,0 days 01:45:28.169000,2023-09-03 13:46:29.214,1,2.0,False,,False,True
0 days 01:48:23.402000,SAI,55,87.512,18.0,1.0,,,28.306,30.501,28.705,0 days 01:47:24.196000,0 days 01:47:54.697000,0 days 01:48:23.402000,,306.0,309.0,319.0,False,MEDIUM,18.0,True,Ferrari,0 days 01:46:55.890000,2023-09-03 13:47:56.935,1,2.0,False,,False,True
0 days 01:49:55.314000,SAI,55,91.912,19.0,1.0,,0 days 01:49:51.504000,28.301,30.548,33.063,0 days 01:48:51.703000,0 days 01:49:22.251000,0 days 01:49:55.314000,309.0,306.0,,333.0,False,MEDIUM,19.0,True,Ferrari,0 days 01:48:23.402000,2023-09-03 13:49:24.447,1,4.0,False,,False,False
0 days 01:51:42.076000,SAI,55,106.762,20.0,2.0,0 days 01:50:16.676000,,49.012,29.37,28.38,0 days 01:50:44.326000,0 days 01:51:13.696000,0 days 01:51:42.076000,309.0,340.0,309.0,282.0,False,HARD,1.0,True,Ferrari,0 days 01:49:55.314000,2023-09-03 13:50:56.359,1,8.0,False,,False,False
0 days 01:53:08.222000,SAI,55,86.146,21.0,2.0,,,28.249,29.705,28.192,0 days 01:52:10.325000,0 days 01:52:40.030000,0 days 01:53:08.222000,310.0,304.0,310.0,320.0,False,HARD,2.0,True,Ferrari,0 days 01:51:42.076000,2023-09-03 13:52:43.121,1,7.0,False,,False,True
0 days 01:54:33.780000,SAI,55,85.558,22.0,2.0,,,28.19,29.222,28.146,0 days 01:53:36.412000,0 days 01:54:05.634000,0 days 01:54:33.780000,308.0,308.0,310.0,312.0,True,HARD,3.0,True,Ferrari,0 days 01:53:08.222000,2023-09-03 13:54:09.267,1,5.0,False,,False,True
0 days 01:55:59.573000,SAI,55,85.793,23.0,2.0,,,28.14,29.449,28.204,0 days 01:55:01.920000,0 days 01:55:31.369000,0 days 01:55:59.573000,,306.0,309.0,311.0,False,HARD,4.0,True,Ferrari,0 days 01:54:33.780000,2023-09-03 13:55:34.825,1,4.0,False,,False,True
0 days 01:57:25.475000,SAI,55,85.902,24.0,2.0,,,28.144,29.514,28.244,0 days 01:56:27.717000,0 days 01:56:57.231000,0 days 01:57:25.475000,307.0,308.0,310.0,313.0,False,HARD,5.0,True,Ferrari,0 days 01:55:59.573000,2023-09-03 13:57:00.618,1,3.0,False,,False,True
0 days 01:58:51.480000,SAI,55,86.005,25.0,2.0,,,28.139,29.643,28.223,0 days 01:57:53.614000,0 days 01:58:23.257000,0 days 01:58:51.480000,,310.0,310.0,315.0,False,HARD,6.0,True,Ferrari,0 days 01:57:25.475000,2023-09-03 13:58:26.520,1,3.0,False,,False,True
0 days 02:00:17.316000,SAI,55,85.836,26.0,2.0,,,28.117,29.485,28.234,0 days 01:59:19.597000,0 days 01:59:49.082000,0 days 02:00:17.316000,310.0,311.0,311.0,316.0,False,HARD,7.0,True,Ferrari,0 days 01:58:51.480000,2023-09-03 13:59:52.525,1,3.0,False,,False,True
0 days 02:01:43.481000,SAI,55,86.165,27.0,2.0,,,28.108,29.483,28.574,0 days 02:00:45.424000,0 days 02:01:14.907000,0 days 02:01:43.481000,312.0,341.0,308.0,320.0,False,HARD,8.0,True,Ferrari,0 days 02:00:17.316000,2023-09-03 14:01:18.361,1,2.0,False,,False,True
0 days 02:03:09.251000,SAI,55,85.77,28.0,2.0,,,28.081,29.476,28.213,0 days 02:02:11.562000,0 days 02:02:41.038000,0 days 02:03:09.251000,310.0,309.0,308.0,316.0,False,HARD,9.0,True,Ferrari,0 days 02:01:43.481000,2023-09-03 14:02:44.526,1,2.0,False,,False,True
0 days 02:04:34.971000,SAI,55,85.72,29.0,2.0,,,28.136,29.455,28.129,0 days 02:03:37.387000,0 days 02:04:06.842000,0 days 02:04:34.971000,312.0,309.0,308.0,314.0,False,HARD,10.0,True,Ferrari,0 days 02:03:09.251000,2023-09-03 14:04:10.296,1,2.0,False,,False,True
0 days 02:06:00.472000,SAI,55,85.501,30.0,2.0,,,28.096,29.328,28.077,0 days 02:05:03.067000,0 days 02:05:32.395000,0 days 02:06:00.472000,,310.0,309.0,,True,HARD,11.0,True,Ferrari,0 days 02:04:34.971000,2023-09-03 14:05:36.016,1,2.0,False,,False,True
0 days 02:07:26.190000,SAI,55,85.718,31.0,2.0,,,28.057,29.589,28.072,0 days 02:06:28.529000,0 days 02:06:58.118000,0 days 02:07:26.190000,311.0,309.0,309.0,,False,HARD,12.0,True,Ferrari,0 days 02:06:00.472000,2023-09-03 14:07:01.517,1,2.0,False,,False,True
0 days 02:08:52.086000,SAI,55,85.896,32.0,2.0,,,28.076,29.523,28.297,0 days 02:07:54.266000,0 days 02:08:23.789000,0 days 02:08:52.086000,310.0,309.0,310.0,315.0,False,HARD,13.0,True,Ferrari,0 days 02:07:26.190000,2023-09-03 14:08:27.235,1,2.0,False,,False,True
0 days 02:10:18.012000,SAI,55,85.926,33.0,2.0,,,28.054,29.676,28.196,0 days 02:09:20.140000,0 days 02:09:49.816000,0 days 02:10:18.012000,313.0,310.0,310.0,,False,HARD,14.0,True,Ferrari,0 days 02:08:52.086000,2023-09-03 14:09:53.131,1,2.0,False,,False,True
0 days 02:11:44.138000,SAI,55,86.126,34.0,2.0,,,28.149,29.656,28.321,0 days 02:10:46.161000,0 days 02:11:15.817000,0 days 02:11:44.138000,311.0,312.0,310.0,,False,HARD,15.0,True,Ferrari,0 days 02:10:18.012000,2023-09-03 14:11:19.057,1,2.0,False,,False,True
0 days 02:13:09.927000,SAI,55,85.789,35.0,2.0,,,28.037,29.62,28.132,0 days 02:12:12.175000,0 days 02:12:41.795000,0 days 02:13:09.927000,312.0,313.0,311.0,316.0,False,HARD,16.0,True,Ferrari,0 days 02:11:44.138000,2023-09-03 14:12:45.183,1,2.0,False,,False,True
0 days 02:14:35.938000,SAI,55,86.011,36.0,2.0,,,28.106,29.731,28.174,0 days 02:13:38.033000,0 days 02:14:07.764000,0 days 02:14:35.938000,310.0,311.0,311.0,318.0,False,HARD,17.0,True,Ferrari,0 days 02:13:09.927000,2023-09-03 14:14:10.972,1,2.0,False,,False,True
0 days 02:16:01.824000,SAI,55,85.886,37.0,2.0,,,27.998,29.719,28.169,0 days 02:15:03.936000,0 days 02:15:33.655000,0 days 02:16:01.824000,315.0,314.0,311.0,319.0,False,HARD,18.0,True,Ferrari,0 days 02:14:35.938000,2023-09-03 14:15:36.983,1,2.0,False,,False,True
0 days 02:17:27.529000,SAI,55,85.705,38.0,2.0,,,27.936,29.713,28.056,0 days 02:16:29.760000,0 days 02:16:59.473000,0 days 02:17:27.529000,,313.0,312.0,,False,HARD,19.0,True,Ferrari,0 days 02:16:01.824000,2023-09-03 14:17:02.869,1,2.0,False,,False,True
0 days 02:18:53.453000,SAI,55,85.924,39.0,2.0,,,28.052,29.689,28.183,0 days 02:17:55.581000,0 days 02:18:25.270000,0 days 02:18:53.453000,314.0,313.0,313.0,,False,HARD,20.0,True,Ferrari,0 days 02:17:27.529000,2023-09-03 14:18:28.574,1,2.0,False,,False,True
0 days 02:20:19.575000,SAI,55,86.122,40.0,2.0,,,28.028,29.753,28.341,0 days 02:19:21.481000,0 days 02:19:51.234000,0 days 02:20:19.575000,315.0,312.0,310.0,320.0,False,HARD,21.0,True,Ferrari,0 days 02:18:53.453000,2023-09-03 14:19:54.498,1,2.0,False,,False,True
0 days 02:21:46.313000,SAI,55,86.738,41.0,2.0,,,28.166,30.232,28.34,0 days 02:20:47.741000,0 days 02:21:17.973000,0 days 02:21:46.313000,316.0,311.0,311.0,334.0,False,HARD,22.0,True,Ferrari,0 days 02:20:19.575000,2023-09-03 14:21:20.620,1,2.0,False,,False,True
0 days 02:23:12.792000,SAI,55,86.479,42.0,2.0,,,28.098,30.098,28.283,0 days 02:22:14.411000,0 days 02:22:44.509000,0 days 02:23:12.792000,311.0,313.0,310.0,335.0,False,HARD,23.0,True,Ferrari,0 days 02:21:46.313000,2023-09-03 14:22:47.358,1,2.0,False,,False,True
0 days 02:24:39.381000,SAI,55,86.589,43.0,2.0,,,28.243,30.069,28.277,0 days 02:23:41.035000,0 days 02:24:11.104000,0 days 02:24:39.381000,312.0,312.0,311.0,330.0,False,HARD,24.0,True,Ferrari,0 days 02:23:12.792000,2023-09-03 14:24:13.837,1,2.0,False,,False,True
0 days 02:26:05.811000,SAI,55,86.43,44.0,2.0,,,28.333,29.839,28.258,0 days 02:25:07.714000,0 days 02:25:37.553000,0 days 02:26:05.811000,311.0,312.0,311.0,316.0,False,HARD,25.0,True,Ferrari,0 days 02:24:39.381000,2023-09-03 14:25:40.426,1,2.0,False,,False,True
0 days 02:27:32.443000,SAI,55,86.632,45.0,2.0,,,28.283,30.144,28.205,0 days 02:26:34.094000,0 days 02:27:04.238000,0 days 02:27:32.443000,313.0,310.0,311.0,335.0,False,HARD,26.0,True,Ferrari,0 days 02:26:05.811000,2023-09-03 14:27:06.856,1,2.0,False,,False,True
